test_index,actual,predicted,Date
408,-0.1293676114527433,-0.0702444463968277,2020-02-01
409,-0.5482539855603985,-0.35610467195510864,2020-03-01
410,-0.5681250145765775,-2.1542515754699707,2020-04-01
411,0.5456210356483115,-2.4215261936187744,2020-05-01
412,0.293703821241174,0.978610634803772,2020-06-01
413,0.06076280380233,0.9159162640571594,2020-07-01
414,0.0392585031918315,0.5661840438842772,2020-08-01
415,-0.0661458585043752,0.1218317449092865,2020-09-01
416,-0.0058205908984558,-0.18316221237182617,2020-10-01
417,0.0383417639292553,-0.11224086582660676,2020-11-01
418,0.1384654628787802,0.03654848411679266,2020-12-01
419,0.1006706754695039,0.2765077948570251,2021-01-01
420,0.1269714617107893,0.3603433668613434,2021-02-01
421,0.054227670528542,0.3314201235771179,2021-03-01
422,-0.0098348233257992,0.29067060351371765,2021-04-01
423,0.0543912128493291,0.00889921467751264,2021-05-01
424,0.0910184777177249,0.11382887512445448,2021-06-01
425,0.0154309032507722,0.24215076863765714,2021-07-01
426,-0.0679194080859737,0.11732883751392365,2021-08-01
427,0.0562639410473684,-0.28894495964050293,2021-09-01
428,0.1285644370844245,0.11777802556753153,2021-10-01
429,-0.0290128050315843,0.32163330912590027,2021-11-01
430,-0.0987145784325376,0.11439706385135648,2021-12-01
431,0.1488574956603114,-0.5325806736946105,2022-01-01
432,0.0963801540305002,0.36617112159729,2022-02-01
433,0.1688823153952192,0.343351662158966,2022-03-01
434,-0.063936551819828,0.40544676780700684,2022-04-01
435,0.0735674448807888,0.14711032807826993,2022-05-01
436,0.0471587892113882,0.13068100810050964,2022-06-01
437,-0.1222994890872772,0.16833120584487912,2022-07-01
438,-0.0814623989445468,-0.38761237263679504,2022-08-01
439,-0.1058707106701684,-0.3462178409099579,2022-09-01
440,0.0383028021809899,-0.49375954270362854,2022-10-01
441,-0.0369981705543249,0.18011705577373505,2022-11-01
442,-0.0987057688054635,-0.1637150198221207,2022-12-01
443,0.0217399866364056,-0.5242320895195006,2023-01-01
444,-0.0166509171289339,0.0800171047449112,2023-02-01
445,-0.0473074685136687,-0.08173008263111119,2023-03-01
446,0.0808401726168499,-0.23467607796192172,2023-04-01
447,-0.1043121876448456,0.13611005246639252,2023-05-01
448,-0.0187553971240239,-0.22657386958599093,2023-06-01
449,0.0795936607953544,-0.12324783205986023,2023-07-01
450,0.0675984463297405,0.13462038338184357,2023-08-01
451,0.0942037810191394,0.21291080117225644,2023-09-01
452,-0.0433037326366081,0.26485273241996765,2023-10-01
453,-0.0974259147591523,-0.018811214715242375,2023-11-01
454,-0.0774502842353284,-0.45945751667022705,2023-12-01
455,0.0308138038569403,-0.3082972466945648,2024-01-01
456,0.0409568471939136,0.074008509516716,2024-02-01
457,0.0508530680523167,0.10446953773498535,2024-03-01
458,0.0488604654102777,0.14785797894001007,2024-04-01
459,-0.0644838458113605,0.12705141305923456,2024-05-01
460,-0.0031291095060508,-0.1498783975839615,2024-06-01
461,0.0251297496856635,-0.04726993665099145,2024-07-01
462,-0.064636325431258,0.016282256692647934,2024-08-01
463,-0.0877229688505822,-0.1996830701828003,2024-09-01
464,0.0246092711543504,-0.3955100178718567,2024-10-01
465,-0.0287465193697213,0.04246218129992485,2024-11-01
466,0.0024273589415431,-0.09370484948158263,2024-12-01
467,0.0770983624206156,-0.05467379093170164,2025-01-01
468,-0.0571894803533563,0.15967370569705963,2025-02-01
469,-0.047086038936869,-0.07576658576726915,2025-03-01
470,-0.0713612743420535,-0.21447461843490606,2025-04-01
471,-0.0217970605601243,-0.3312084674835205,2025-05-01
472,0.0921320170934478,-0.10870208591222764,2025-06-01
473,0.0032220297353111,0.21110352873802182,2025-07-01
474,-0.0529955142308331,0.0807747468352318,2025-08-01
475,-0.0139732129134184,-0.2760738432407379,2025-09-01
476,-0.0491889303452701,-0.1327456533908844,2025-10-01
477,-0.013724895065299,-0.29628273844718933,2025-11-01
478,-0.0354184272035427,-0.13852587342262268,2025-12-01
479,0.0350853714136194,-0.16930514574050903,2026-01-01
