"date","TB3MS"
2005-11-01,0.17
2005-12-01,0.0100000000000002
2006-01-01,0.35
2006-02-01,0.19
2006-03-01,0.0800000000000001
2006-04-01,0.0899999999999999
2006-05-01,0.12
2006-06-01,0.0700000000000003
2006-07-01,0.16
2006-08-01,0.00999999999999979
2006-09-01,-0.15
2006-10-01,0.11
2006-11-01,0.0200000000000005
2006-12-01,-0.0900000000000007
2007-01-01,0.130000000000001
2007-02-01,0.0499999999999998
2007-03-01,-0.0899999999999999
2007-04-01,-0.0700000000000003
2007-05-01,-0.14
2007-06-01,-0.12
2007-07-01,0.21
2007-08-01,-0.62
2007-09-01,-0.31
2007-10-01,0.00999999999999979
2007-11-01,-0.63
2007-12-01,-0.27
2008-01-01,-0.25
2008-02-01,-0.63
2008-03-01,-0.86
2008-04-01,0.03
2008-05-01,0.44
2008-06-01,0.13
2008-07-01,-0.23
2008-08-01,0.0900000000000001
2008-09-01,-0.59
2008-10-01,-0.46
2008-11-01,-0.48
2008-12-01,-0.16
2009-01-01,0.1
2009-02-01,0.17
2009-03-01,-0.09
2009-04-01,-0.05
2009-05-01,0.02
2009-06-01,0
2009-07-01,0
2009-08-01,-0.00999999999999998
2009-09-01,-0.05
2009-10-01,-0.05
2009-11-01,-0.02
2009-12-01,0
2010-01-01,0.01
2010-02-01,0.05
2010-03-01,0.04
2010-04-01,0.01
2010-05-01,0
2010-06-01,-0.04
2010-07-01,0.04
2010-08-01,0
2010-09-01,-0.01
2010-10-01,-0.02
2010-11-01,0.01
2010-12-01,0
2011-01-01,0.00999999999999998
2011-02-01,-0.02
2011-03-01,-0.03
2011-04-01,-0.04
2011-05-01,-0.02
2011-06-01,0
2011-07-01,0
2011-08-01,-0.02
2011-09-01,-0.01
2011-10-01,0.01
2011-11-01,-0.01
2011-12-01,0
2012-01-01,0.02
2012-02-01,0.06
2012-03-01,-0.01
2012-04-01,0
2012-05-01,0.01
2012-06-01,0
2012-07-01,0.01
2012-08-01,0
2012-09-01,0.01
2012-10-01,-0.01
2012-11-01,-0.01
2012-12-01,-0.02
2013-01-01,0
2013-02-01,0.03
2013-03-01,-0.01
2013-04-01,-0.03
2013-05-01,-0.02
2013-06-01,0.01
2013-07-01,-0.01
2013-08-01,0
2013-09-01,-0.02
2013-10-01,0.03
2013-11-01,0.02
2013-12-01,0
2014-01-01,-0.03
2014-02-01,0.01
2014-03-01,0
2014-04-01,-0.02
2014-05-01,0
2014-06-01,0.01
2014-07-01,-0.01
2014-08-01,0
2014-09-01,-0.01
2014-10-01,0
2014-11-01,0
2014-12-01,0.01
2015-01-01,0
2015-02-01,-0.01
2015-03-01,0.01
2015-04-01,-0.01
2015-05-01,0
2015-06-01,0
2015-07-01,0.01
2015-08-01,0.04
2015-09-01,-0.05
2015-10-01,0
2015-11-01,0.1
2015-12-01,0.11
2016-01-01,0.03
2016-02-01,0.05
2016-03-01,-0.02
2016-04-01,-0.06
2016-05-01,0.04
2016-06-01,0
2016-07-01,0.03
2016-08-01,0
2016-09-01,-0.01
2016-10-01,0.04
2016-11-01,0.12
2016-12-01,0.06
2017-01-01,0
2017-02-01,0.01
2017-03-01,0.22
2017-04-01,0.06
2017-05-01,0.09
2017-06-01,0.09
2017-07-01,0.0900000000000001
2017-08-01,-0.06
2017-09-01,0.02
2017-10-01,0.04
2017-11-01,0.16
2017-12-01,0.0900000000000001
2018-01-01,0.0899999999999999
2018-02-01,0.16
2018-03-01,0.13
2018-04-01,0.06
2018-05-01,0.1
2018-06-01,0.0399999999999998
2018-07-01,0.06
2018-08-01,0.0699999999999998
2018-09-01,0.1
2018-10-01,0.12
2018-11-01,0.0800000000000001
2018-12-01,0.04
2019-01-01,0
2019-02-01,0.02
2019-03-01,0.00999999999999979
2019-04-01,-0.02
2019-05-01,-0.0299999999999998
2019-06-01,-0.18
2019-07-01,-0.0699999999999998
2019-08-01,-0.15
2019-09-01,-0.06
2019-10-01,-0.24
2019-11-01,-0.11
2019-12-01,0
2020-01-01,-0.02
2020-02-01,0
2020-03-01,-1.23
2020-04-01,-0.15
2020-05-01,-0.01
2020-06-01,0.03
2020-07-01,-0.03
2020-08-01,-0.03
2020-09-01,0.01
2020-10-01,-0.01
2020-11-01,-0.01
2020-12-01,0
2021-01-01,-0.01
2021-02-01,-0.04
2021-03-01,-0.01
2021-04-01,-0.01
2021-05-01,0
2021-06-01,0.02
2021-07-01,0.01
2021-08-01,0
2021-09-01,-0.01
2021-10-01,0.01
2021-11-01,0
2021-12-01,0.01
2022-01-01,0.09
2022-02-01,0.18
2022-03-01,0.11
2022-04-01,0.32
2022-05-01,0.22
2022-06-01,0.51
2022-07-01,0.74
2022-08-01,0.4
2022-09-01,0.5
2022-10-01,0.59
2022-11-01,0.43
2022-12-01,0.0999999999999996
2023-01-01,0.29
2023-02-01,0.11
2023-03-01,0.04
2023-04-01,0.23
2023-05-01,0.22
2023-06-01,0.0200000000000005
2023-07-01,0.0899999999999999
2023-08-01,0.0499999999999998
2023-09-01,0.0200000000000005
2023-10-01,0.0199999999999996
2023-11-01,-0.0700000000000003
2023-12-01,-0.0299999999999994
2024-01-01,-0.0200000000000005
2024-02-01,0.0200000000000005
2024-03-01,0
2024-04-01,0
2024-05-01,0.00999999999999979
2024-06-01,-0.00999999999999979
2024-07-01,-0.04
2024-08-01,-0.15
2024-09-01,-0.33
2024-10-01,-0.21
2024-11-01,-0.0899999999999999
2024-12-01,-0.15
2025-01-01,-0.0599999999999996
2025-02-01,0.00999999999999979
2025-03-01,-0.0199999999999996
2025-04-01,0.00999999999999979
2025-05-01,0.04
2025-06-01,-0.0199999999999996
2025-07-01,0.0199999999999996
2025-08-01,-0.13
2025-09-01,-0.2
2025-10-01,-0.1
2025-11-01,-0.04
2025-12-01,-0.19
2026-01-01,-0.02
