Date,CPI,TB3MS,M1,M2,AUD_USD,CAD_USD,NZD_USD,ZAR_USD
2012-11-01,231.249,0.09,2451.5,10361.9,1.04045,0.9969699999999999,0.81951,8.799445
2012-12-01,231.221,0.07,2470.7,10484.1,1.046535,0.9898199999999999,0.831185,8.61161
2013-01-01,231.679,0.07,2487.4,10508.1,1.0500047619047619,0.9920571428571427,0.837047619047619,8.797766666666666
2013-02-01,232.937,0.1,2480.1,10527.5,1.0309526315789475,1.0097842105263157,0.8384684210526315,8.876642105263159
2013-03-01,232.282,0.09,2487.5,10583.8,1.0345095238095237,1.0244238095238094,0.8284238095238095,9.19274761904762
2013-04-01,231.797,0.06,2516.2,10611.3,1.0380227272727274,1.0186727272727272,0.8478772727272728,9.100718181818182
2013-05-01,231.893,0.04,2535.5,10646.1,0.9918954545454546,1.0195590909090908,0.8249363636363637,9.349418181818182
2013-06-01,232.445,0.05,2533.0,10703.3,0.9439550000000001,1.0314,0.790355,10.00008
2013-07-01,232.9,0.04,2554.6,10742.8,0.9155045454545455,1.0402136363636363,0.788540909090909,9.913340909090909
2013-08-01,233.456,0.04,2563.9,10801.2,0.9036636363636364,1.0407181818181819,0.7916045454545454,10.070772727272727
2013-09-01,233.544,0.02,2598.6,10862.0,0.930305,1.034235,0.81626,9.961625
2013-10-01,233.669,0.05,2644.4,10986.3,0.9518545454545454,1.0362818181818183,0.8344772727272727,9.897931818181819
2013-11-01,234.1,0.07,2652.4,10995.6,0.9324263157894738,1.0486421052631578,0.8259315789473685,10.200947368421053
2013-12-01,234.719,0.07,2687.4,11060.1,0.8980476190476191,1.0639190476190477,0.8223904761904761,10.368319047619048
2014-01-01,235.288,0.04,2728.2,11130.8,0.8857761904761904,1.0940095238095238,0.8275285714285714,10.887238095238095
2014-02-01,235.547,0.05,2744.7,11196.8,0.8973578947368421,1.1054421052631578,0.8296526315789474,10.950578947368422
2014-03-01,236.028,0.05,2763.7,11232.6,0.9089047619047619,1.1106809523809524,0.8538904761904762,10.744523809523809
2014-04-01,236.468,0.03,2788.8,11277.7,0.9314954545454545,1.099209090909091,0.8605954545454545,10.53640909090909
2014-05-01,236.918,0.03,2800.5,11342.8,0.9304619047619047,1.0893857142857142,0.8605476190476191,10.409238095238095
2014-06-01,237.231,0.04,2832.5,11398.1,0.9365,1.0830380952380954,0.862147619047619,10.676628571428571
2014-07-01,237.498,0.03,2852.8,11453.0,0.93885,1.0739181818181818,0.8687045454545455,10.65765909090909
2014-08-01,237.46,0.03,2802.7,11477.3,0.9308952380952381,1.0926333333333333,0.8436761904761904,10.663238095238095
2014-09-01,237.477,0.02,2877.6,11519.1,0.9041761904761905,1.101052380952381,0.8133714285714285,10.990761904761905
2014-10-01,237.43,0.02,2896.9,11593.1,0.8780954545454546,1.1211545454545453,0.7876181818181819,11.059386363636364
2014-11-01,236.983,0.02,2905.1,11634.2,0.8644055555555555,1.132538888888889,0.7834222222222222,11.090055555555557
2014-12-01,236.252,0.03,2972.3,11717.6,0.8256714285714285,1.1531619047619048,0.7765666666666666,11.497523809523809
2015-01-01,234.747,0.03,2973.0,11805.2,0.8063650000000001,1.21219,0.762845,11.552674999999999
2015-02-01,235.342,0.02,3043.2,11922.8,0.7797052631578947,1.2499052631578949,0.7454315789473684,11.577342105263158
2015-03-01,235.976,0.03,3018.9,11920.5,0.7723681818181819,1.2618318181818182,0.745990909090909,12.088386363636364
2015-04-01,236.222,0.02,3020.6,11954.6,0.7739863636363636,1.233681818181818,0.759609090909091,11.9755
2015-05-01,237.001,0.02,2996.7,11982.6,0.789095,1.21764,0.7382850000000001,11.972024999999999
2015-06-01,237.657,0.02,3033.4,12023.2,0.7715090909090908,1.2364954545454545,0.6985409090909092,12.291295454545455
2015-07-01,238.034,0.03,3053.8,12067.0,0.7407318181818181,1.2863136363636363,0.6650272727272727,12.460204545454546
2015-08-01,238.033,0.07,3033.2,12112.0,0.7295142857142858,1.3147238095238096,0.6549190476190476,12.901238095238094
2015-09-01,237.498,0.02,3057.6,12173.9,0.7058619047619048,1.3265809523809524,0.6339285714285714,13.638761904761903
2015-10-01,237.733,0.02,3037.6,12225.2,0.7200238095238095,1.3072238095238096,0.6693142857142858,13.492785714285715
2015-11-01,238.017,0.12,3094.7,12317.0,0.7146052631578947,1.3278526315789474,0.6554263157894736,14.144894736842105
2015-12-01,237.761,0.23,3126.1,12387.9,0.7247136363636364,1.3712545454545455,0.6747863636363637,15.00235909090909
2016-01-01,237.652,0.26,3125.1,12518.5,0.7010578947368421,1.4208105263157895,0.6534315789473685,16.324973684210526
2016-02-01,237.336,0.31,3167.9,12603.9,0.713435,1.37969,0.6633,15.76216
2016-03-01,238.08,0.29,3193.6,12661.8,0.7504478260869566,1.3226391304347827,0.6745478260869565,15.379152173913043
2016-04-01,238.992,0.23,3237.8,12743.2,0.7664,1.2818142857142856,0.6892095238095238,14.586761904761905
2016-05-01,239.557,0.27,3259.6,12802.0,0.7318142857142858,1.2945285714285715,0.6806666666666666,15.325714285714284
2016-06-01,240.222,0.27,3269.6,12852.5,0.7401136363636364,1.2894045454545455,0.7041090909090909,15.050045454545455
2016-07-01,240.101,0.3,3263.5,12911.9,0.7529,1.3052350000000001,0.713205,14.393
2016-08-01,240.545,0.3,3326.2,12989.7,0.7628695652173912,1.299782608695652,0.7235173913043478,13.782782608695653
2016-09-01,241.176,0.29,3331.2,13054.9,0.7591095238095238,1.3107761904761905,0.7312142857142857,14.026404761904763
2016-10-01,241.741,0.33,3340.5,13122.8,0.76146,1.325095,0.715285,13.92725
2016-11-01,242.026,0.45,3361.5,13208.7,0.75316,1.3434149999999998,0.71528,13.9125
2016-12-01,242.637,0.51,3370.6,13234.9,0.7345809523809523,1.3339190476190477,0.703852380952381,13.837719047619048
2017-01-01,243.618,0.51,3423.9,13315.7,0.7464842105263158,1.3183052631578946,0.7132105263157895,13.544605263157896
2017-02-01,244.006,0.52,3436.5,13394.8,0.7664157894736842,1.3109157894736843,0.7229263157894736,13.190526315789475
2017-03-01,243.892,0.74,3496.4,13463.6,0.7622434782608696,1.3387,0.7005826086956521,12.920326086956523
2017-04-01,244.193,0.8,3493.7,13521.7,0.753355,1.343705,0.69694,13.45075
2017-05-01,244.004,0.89,3545.6,13568.9,0.7436818181818182,1.3605727272727273,0.6946045454545454,13.263977272727272
2017-06-01,244.163,0.98,3552.6,13580.5,0.7562227272727273,1.3294863636363636,0.7232590909090909,12.892386363636364
2017-07-01,244.243,1.07,3570.0,13643.1,0.780685,1.26904,0.735795,13.150375
2017-08-01,245.183,1.01,3601.8,13697.7,0.7914652173913044,1.2607695652173911,0.7302652173913043,13.214891304347827
2017-09-01,246.435,1.03,3578.9,13745.1,0.79737,1.227875,0.725905,13.169749999999999
2017-10-01,246.626,1.07,3617.1,13800.1,0.7788095238095238,1.2606904761904763,0.7040571428571428,13.6975
2017-11-01,247.284,1.23,3639.7,13843.5,0.761955,1.277335,0.68862,14.042775
2017-12-01,247.805,1.32,3637.1,13881.7,0.764815,1.27687,0.696615,13.09175
2018-01-01,248.859,1.41,3691.7,13900.3,0.795557142857143,1.242904761904762,0.7262714285714286,12.195119047619048
2018-02-01,249.529,1.57,3649.1,13949.3,0.7866526315789474,1.258821052631579,0.730478947368421,11.821578947368423
2018-03-01,249.577,1.7,3713.7,14012.7,0.7759454545454545,1.2932545454545454,0.725790909090909,11.84215909090909
